City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Salalah,OM,2021-11-27 07:29:37,17.0151,54.0924,93.29,20,0,18.41
296,Emba,KZ,2021-11-27 07:29:38,48.8264,58.1442,23.9,75,100,5.95
297,Kathmandu,NP,2021-11-27 07:29:38,27.7167,85.3167,66.42,48,75,3.44
298,Melo,UY,2021-11-27 07:29:39,-32.3667,-54.1833,64.92,86,100,11.79
299,Derzhavinsk,KZ,2021-11-27 07:29:39,51.1,66.3167,16.56,94,82,15.1
300,Namatanai,PG,2021-11-27 07:29:40,-3.6667,152.4333,83.5,74,95,0.72
301,Jeremie,HT,2021-11-27 07:29:40,18.65,-74.1167,77.85,75,82,4.38
302,Luanda,AO,2021-11-27 07:27:54,-8.8368,13.2343,78.8,78,75,6.91
303,Shache,CN,2021-11-27 07:29:41,38.4167,77.2406,51.17,20,93,7.16
304,Misratah,LY,2021-11-27 07:29:41,32.3754,15.0925,65.25,49,61,23.15
305,Martapura,ID,2021-11-27 07:29:41,-3.4167,114.85,86.09,74,40,11.5
306,Chissamba,AO,2021-11-27 07:29:42,-12.1667,17.3333,69.19,83,72,4.83
307,Hamilton,US,2021-11-27 07:28:48,39.1834,-84.5333,31.84,72,75,0.0
308,Sioux Lookout,CA,2021-11-27 07:29:43,50.1001,-91.917,21.58,79,75,5.75
309,Bosansko Grahovo,BA,2021-11-27 07:29:08,44.1794,16.3639,41.13,95,89,8.05
310,Kalmunai,LK,2021-11-27 07:29:43,7.4167,81.8167,84.81,72,78,5.35
311,Cap Malheureux,MU,2021-11-27 07:29:44,-19.9842,57.6142,84.69,72,3,10.56
312,Emerald,AU,2021-11-27 07:29:44,-23.5333,148.1667,89.74,43,57,4.61
313,Tuatapere,NZ,2021-11-27 07:29:45,-46.1333,167.6833,53.65,61,5,8.16
314,Riyadh,SA,2021-11-27 07:28:50,24.6877,46.7219,77.14,26,0,6.85
315,Lincoln,US,2021-11-27 07:29:45,40.8,-96.667,44.98,65,20,3.44
316,Codrington,AU,2021-11-27 07:29:46,-38.2667,141.9667,59.2,59,0,22.17
317,Paamiut,GL,2021-11-27 07:29:46,61.994,-49.6678,37.78,98,100,17.2
318,Dikson,RU,2021-11-27 07:29:46,73.5069,80.5464,-6.72,97,100,9.57
319,Beloha,MG,2021-11-27 07:29:47,-25.1667,45.05,72.41,42,92,8.77
320,Santa Barbara,US,2021-11-27 07:29:47,34.7333,-120.0343,42.13,11,9,6.35
321,Sakakah,SA,2021-11-27 07:29:48,29.9697,40.2064,65.77,38,82,6.2
322,Zatoka,UA,2021-11-27 07:29:48,46.0725,30.4654,52.34,89,27,18.19
323,Arman,RU,2021-11-27 07:29:49,59.7,150.1667,-4.27,78,11,7.07
324,Scarborough,GB,2021-11-27 07:29:49,54.2797,-0.4044,39.02,91,100,40.49
325,Kiunga,PG,2021-11-27 07:29:50,-6.1219,141.2906,83.25,77,100,2.28
326,Biak,ID,2021-11-27 07:29:50,-0.9131,122.8766,83.98,71,93,3.27
327,Fonte Boa,BR,2021-11-27 07:29:51,-2.4959,-66.2662,72.63,98,100,2.51
328,Neuquen,AR,2021-11-27 07:27:31,-38.9516,-68.0591,65.84,33,5,11.23
329,Tierra Blanca,HN,2021-11-27 07:29:52,14.5833,-88.5833,61.66,94,100,3.29
330,Mogadishu,SO,2021-11-27 07:29:53,2.0371,45.3438,76.87,83,75,8.05
331,Coron,PH,2021-11-27 07:29:53,11.9986,120.2043,85.69,71,86,15.19
332,Filadelfia,US,2021-11-27 07:27:00,39.9523,-75.1638,37.65,55,1,12.66
333,Tura,IN,2021-11-27 07:29:53,25.5198,90.2201,76.17,42,0,2.77
334,Kenai,US,2021-11-27 07:29:25,60.5544,-151.2583,5.09,92,90,0.0
335,Killybegs,IE,2021-11-27 07:29:54,54.6333,-8.45,41.61,62,83,28.12
336,Jumla,NP,2021-11-27 07:29:55,29.2747,82.1838,56.97,33,1,6.69
337,Ukiah,US,2021-11-27 07:29:55,39.1502,-123.2078,49.89,76,1,0.0
338,Lensk,RU,2021-11-27 07:29:56,60.7253,114.9278,8.1,84,100,13.87
339,Biskamzha,RU,2021-11-27 07:29:56,53.4497,89.5272,14.74,81,100,9.51
340,Fairview,US,2021-11-27 07:29:57,40.8126,-73.999,37.22,52,90,8.05
341,Kieta,PG,2021-11-27 07:29:57,-6.2167,155.6333,82.58,78,94,1.9
342,Kaiwaka,NZ,2021-11-27 07:29:57,-36.1667,174.45,63.82,78,100,0.63
343,Guerrero Negro,MX,2021-11-27 07:29:58,27.9769,-114.0611,64.15,73,0,4.36
344,Santa Fe,AR,2021-11-27 07:29:58,-31.6333,-60.7,65.37,57,0,7.25
345,Visby,SE,2021-11-27 07:29:59,57.6409,18.296,35.82,87,75,16.11
346,Lasa,IT,2021-11-27 07:29:59,46.6166,10.7002,36.48,96,100,3.29
347,Coracora,PE,2021-11-27 07:29:59,-15.0333,-73.7833,49.15,81,100,1.72
348,Umba,RU,2021-11-27 07:30:00,66.6871,34.3429,10.08,93,86,5.28
349,Geraldton,AU,2021-11-27 07:30:00,-28.7667,114.6,93.61,20,99,19.57
350,Rovaniemi,FI,2021-11-27 07:27:45,66.5,25.7167,6.21,92,0,6.91
351,Nizwa,OM,2021-11-27 07:27:07,22.9333,57.5333,83.52,20,5,3.53
352,Davila,PH,2021-11-27 07:30:01,18.4726,120.5763,87.78,77,89,25.48
353,Teguldet,RU,2021-11-27 07:30:02,57.3064,88.1667,14.67,89,100,11.43
354,Bubaque,GW,2021-11-27 07:30:02,11.2833,-15.8333,82.58,70,100,10.09
355,Mahebourg,MU,2021-11-27 07:30:02,-20.4081,57.7,84.49,54,20,14.97
356,Bathsheba,BB,2021-11-27 07:30:03,13.2167,-59.5167,75.81,100,20,5.75
357,Puqi,CN,2021-11-27 07:30:03,29.7167,113.8833,64.02,38,0,9.04
358,Chipiona,ES,2021-11-27 07:30:04,36.7366,-6.437,41.22,100,0,2.3
359,Grants Pass,US,2021-11-27 07:25:10,42.439,-123.3284,54.28,89,90,0.0
360,Belaya Kholunitsa,RU,2021-11-27 07:30:05,58.84,50.8528,32.92,94,100,10.85
361,Zhigansk,RU,2021-11-27 07:30:05,66.7697,123.3711,-0.44,97,100,5.41
362,Te Anau,NZ,2021-11-27 07:30:06,-45.4167,167.7167,48.54,80,37,2.19
363,Namibe,AO,2021-11-27 07:30:06,-15.1961,12.1522,75.83,48,12,9.35
364,Dobson,US,2021-11-27 07:30:06,36.3957,-80.7226,32.0,51,0,3.44
365,Morondava,MG,2021-11-27 07:30:07,-20.2833,44.2833,83.07,51,66,15.52
366,Cap-Aux-Meules,CA,2021-11-27 07:30:07,47.3821,-61.8597,44.62,100,69,9.22
367,San Policarpo,PH,2021-11-27 07:30:08,12.1791,125.5072,82.08,82,99,8.48
368,Valparaiso,CL,2021-11-27 07:30:08,-33.0393,-71.6273,58.64,82,90,6.91
369,Bonavista,CA,2021-11-27 07:30:09,48.6499,-53.1147,44.6,96,89,10.38
370,Boa Vista,BR,2021-11-27 07:30:09,2.8197,-60.6733,78.78,83,75,3.44
371,Pascagoula,US,2021-11-27 07:28:32,30.3658,-88.5561,44.64,93,1,0.0
372,Coahuayana,MX,2021-11-27 07:30:10,18.7333,-103.6833,73.0,91,43,3.96
373,Kintampo,GH,2021-11-27 07:30:10,8.0563,-1.7306,80.37,62,51,3.06
374,Chicama,PE,2021-11-27 07:30:10,-7.8447,-79.1469,64.83,85,93,5.08
375,Baykit,RU,2021-11-27 07:30:11,61.67,96.37,2.5,97,100,4.47
376,San Ramon,US,2021-11-27 07:30:11,37.7799,-121.978,51.89,69,1,0.0
377,Belle Fourche,US,2021-11-27 07:30:12,44.6714,-103.8522,51.31,53,6,16.96
378,Tallahassee,US,2021-11-27 07:29:53,30.4383,-84.2807,39.4,75,1,3.44
379,Lokoja,NG,2021-11-27 07:30:12,7.8024,6.743,83.8,60,99,2.59
380,Camacha,PT,2021-11-27 07:30:13,33.0833,-16.3333,60.22,51,20,17.27
381,Asifabad,IN,2021-11-27 07:30:13,19.3667,79.2833,81.84,43,89,6.24
382,Banting,MY,2021-11-27 07:30:14,2.8167,101.5,87.93,82,100,3.38
383,Burgos,ES,2021-11-27 07:30:14,42.3394,-3.7079,36.01,93,75,14.97
384,Saint John,CA,2021-11-27 07:30:14,45.2727,-66.0677,40.23,93,90,5.75
385,Padang,ID,2021-11-27 07:30:15,-0.9492,100.3543,85.59,62,100,6.6
386,Jizan,SA,2021-11-27 07:30:15,17.3333,42.6667,88.74,48,0,5.93
387,Xanxere,BR,2021-11-27 07:30:16,-26.8769,-52.4042,57.7,98,64,0.69
388,Toba,JP,2021-11-27 07:30:16,34.4833,136.85,50.0,54,35,25.81
389,La Ronge,CA,2021-11-27 07:30:17,55.1001,-105.2842,32.25,55,1,11.5
390,Quatre Cocos,MU,2021-11-27 07:30:17,-20.2078,57.7625,84.31,64,2,10.25
391,Juana Diaz,PR,2021-11-27 07:30:17,18.0525,-66.5066,72.75,79,16,5.75
392,Qaqortoq,GL,2021-11-27 07:30:18,60.7167,-46.0333,36.1,99,100,4.21
393,Jutai,BR,2021-11-27 07:30:18,-5.1833,-68.9,76.01,86,100,2.26
394,Nalut,LY,2021-11-27 07:30:19,30.3333,10.85,67.06,28,39,21.05
395,Ponta Delgada,PT,2021-11-27 07:30:19,37.7333,-25.6667,59.72,67,40,4.61
396,Tomatlan,MX,2021-11-27 07:30:20,19.9333,-105.25,69.44,90,42,4.5
397,Bukoba,TZ,2021-11-27 07:30:20,-1.3317,31.8122,74.23,68,21,4.23
398,Aloleng,PH,2021-11-27 07:30:21,16.1307,119.7824,85.32,70,100,7.0
399,Kavieng,PG,2021-11-27 07:30:21,-2.5744,150.7967,83.62,71,95,5.91
400,Broken Hill,AU,2021-11-27 07:30:21,-31.95,141.4333,74.91,35,75,17.27
401,Upernavik,GL,2021-11-27 07:30:22,72.7868,-56.1549,18.91,94,100,6.6
402,Palamos,ES,2021-11-27 07:30:22,41.8484,3.1291,35.2,78,12,6.06
403,Manasa,IN,2021-11-27 07:30:23,24.4837,75.2687,81.19,27,0,5.35
404,Vostok,RU,2021-11-27 07:30:23,46.4856,135.8833,14.68,99,100,2.82
405,Khash,IR,2021-11-27 07:30:24,28.2211,61.2158,67.23,20,0,0.92
406,Nadym,RU,2021-11-27 07:30:24,65.5333,72.5167,3.85,93,100,11.63
407,Rundu,NA,2021-11-27 07:30:25,-17.9333,19.7667,85.3,37,7,10.11
408,Leningradskiy,RU,2021-11-27 07:30:25,69.3833,178.4167,-21.62,92,13,6.2
409,Cape Coast,GH,2021-11-27 07:30:26,5.1053,-1.2466,81.48,80,98,5.93
410,Grindavik,IS,2021-11-27 07:30:26,63.8424,-22.4338,34.27,93,75,13.8
411,Dunedin,NZ,2021-11-27 07:30:27,-45.8742,170.5036,47.84,86,100,8.25
412,Poltavka,RU,2021-11-27 07:30:27,54.3663,71.7632,23.52,88,99,18.86
413,Katobu,ID,2021-11-27 07:30:28,-4.9408,122.5276,84.43,76,79,1.95
414,Sidi Ali,DZ,2021-11-27 07:30:28,36.0998,0.4206,53.11,70,59,20.87
415,Miri,MY,2021-11-27 07:30:29,4.4148,114.0089,87.94,66,40,6.91
416,Naples,IT,2021-11-27 07:30:29,40.8333,14.25,54.21,94,75,4.61
417,Ostrovnoy,RU,2021-11-27 07:30:30,68.0531,39.5131,15.89,84,50,4.03
418,Tommot,RU,2021-11-27 07:30:31,58.9564,126.2925,13.39,81,100,12.35
419,Hays,US,2021-11-27 07:30:32,30.0502,-98.0336,48.65,41,100,3.0
420,Makakilo City,US,2021-11-27 07:30:32,21.3469,-158.0858,73.72,66,1,4.61
421,Vardo,NO,2021-11-27 07:30:32,70.3705,31.1107,25.45,55,100,8.01
422,Bundaberg,AU,2021-11-27 07:30:33,-24.85,152.35,73.69,83,75,13.8
423,Mercedes,AR,2021-11-27 07:30:33,-34.6515,-59.4307,59.9,90,3,7.56
424,Kapoeta,SS,2021-11-27 07:30:34,4.7717,33.5903,90.1,35,64,12.95
425,Mitsamiouli,KM,2021-11-27 07:30:34,-11.3847,43.2844,79.09,89,75,12.66
426,Fortuna,US,2021-11-27 07:30:35,40.5982,-124.1573,48.54,100,40,9.22
427,Cervo,ES,2021-11-27 07:30:35,43.6702,-7.4101,49.71,62,100,28.23
428,Biograd Na Moru,HR,2021-11-27 07:30:36,43.9433,15.4519,48.9,63,98,19.44
429,Muros,ES,2021-11-27 07:30:36,42.7762,-9.0603,46.9,58,63,20.4
430,Tucuman,AR,2021-11-27 07:30:36,-26.8241,-65.2226,71.6,60,0,8.05
431,Necochea,AR,2021-11-27 07:30:37,-38.5473,-58.7368,52.92,94,16,9.93
432,Rayevskiy,RU,2021-11-27 07:30:37,54.0658,54.9468,25.2,86,81,15.17
433,Lompoc,US,2021-11-27 07:30:38,34.6391,-120.4579,48.92,90,1,5.75
434,Hobyo,SO,2021-11-27 07:30:38,5.3505,48.5268,83.17,67,46,11.7
435,Bandarbeyla,SO,2021-11-27 07:30:39,9.4942,50.8122,83.26,68,95,14.52
436,Manacapuru,BR,2021-11-27 07:30:39,-3.2997,-60.6206,73.98,93,99,2.95
437,Flin Flon,CA,2021-11-27 07:30:40,54.7682,-101.865,33.31,88,85,11.68
438,Ngunguru,NZ,2021-11-27 07:30:40,-35.6167,174.5,64.22,71,100,7.43
439,Sechura,PE,2021-11-27 07:30:40,-5.5569,-80.8222,65.05,83,32,7.74
440,Ballina,AU,2021-11-27 07:30:41,-28.8667,153.5667,73.58,83,90,17.27
441,Tual,ID,2021-11-27 07:30:41,-5.6667,132.75,85.05,68,100,5.82
442,Olot,ES,2021-11-27 07:30:42,42.181,2.4901,41.77,75,15,3.04
443,Kedrovyy,RU,2021-11-27 07:30:42,56.1667,91.8167,14.41,75,100,12.66
444,Buala,SB,2021-11-27 07:30:43,-8.145,159.5921,81.36,76,93,1.92
445,Ondangwa,NA,2021-11-27 07:30:43,-17.9167,15.95,83.66,14,1,4.12
446,Klaksvik,FO,2021-11-27 07:30:44,62.2266,-6.589,34.72,57,100,26.17
447,Okhotsk,RU,2021-11-27 07:30:44,59.3833,143.3,-4.86,77,8,9.73
448,Carahue,CL,2021-11-27 07:30:45,-38.7,-73.1667,50.2,88,83,3.42
449,Nyurba,RU,2021-11-27 07:30:45,63.2842,118.3319,8.56,91,100,10.47
450,Kasama,ZM,2021-11-27 07:30:46,-10.2129,31.1808,68.63,75,94,7.31
451,Lethem,GY,2021-11-27 07:30:47,3.3803,-59.7968,74.88,85,26,6.2
452,Haimen,CN,2021-11-27 07:30:47,23.1935,116.6142,76.89,61,100,20.09
453,Indramayu,ID,2021-11-27 07:30:48,-6.3264,108.32,84.81,71,50,8.99
454,Dandong,CN,2021-11-27 07:27:52,40.1292,124.3947,39.06,45,0,0.31
455,Banda Aceh,ID,2021-11-27 07:30:49,5.5577,95.3222,83.79,71,54,7.31
456,Honiara,SB,2021-11-27 07:30:49,-9.4333,159.95,80.04,84,87,1.3
457,Lagoa,PT,2021-11-27 07:30:50,39.05,-27.9833,61.27,62,33,13.94
458,Peniche,PT,2021-11-27 07:30:50,39.3558,-9.3811,53.08,80,95,25.5
459,Tautira,PF,2021-11-27 07:30:51,-17.7333,-149.15,80.62,76,52,16.96
460,Spencer,US,2021-11-27 07:30:51,43.1414,-95.1444,41.94,69,1,0.0
461,Kiruna,SE,2021-11-27 07:30:02,67.8557,20.2251,2.32,92,90,0.0
462,Hudson Bay,CA,2021-11-27 07:30:52,52.85,-102.3842,30.65,85,93,9.04
463,Troitsko-Pechorsk,RU,2021-11-27 07:30:52,62.7084,56.1964,32.56,91,100,11.48
464,Linguere,SN,2021-11-27 07:30:53,15.3953,-15.1193,66.42,68,0,4.61
465,Bayir,TR,2021-11-27 07:30:53,37.2687,28.2167,66.72,95,100,10.27
466,San Joaquin,US,2021-11-27 07:30:54,37.9333,-121.3011,49.55,87,1,3.44
467,Lantawan,PH,2021-11-27 07:30:54,10.6167,123.9833,83.89,73,74,5.64
468,Haines Junction,CA,2021-11-27 07:30:54,60.7522,-137.5108,-9.45,84,100,3.44
469,Key West,US,2021-11-27 07:30:40,24.5557,-81.7826,73.4,83,1,6.91
470,Puerto Colombia,CO,2021-11-27 07:30:55,10.9878,-74.9547,73.49,90,100,7.52
471,Mezhdurechenskiy,RU,2021-11-27 07:30:56,59.6,65.9333,32.5,83,99,14.41
472,Mount Gambier,AU,2021-11-27 07:30:56,-37.8333,140.7667,67.91,45,40,14.97
473,Naryan-Mar,RU,2021-11-27 07:30:57,67.6713,53.087,-0.36,93,100,4.0
474,Degollado,MX,2021-11-27 07:30:57,20.467,-102.1498,56.48,68,53,1.61
475,Broome,US,2021-11-27 07:30:57,42.2506,-75.833,29.17,86,90,11.5
476,Antofagasta,CL,2021-11-27 07:26:03,-23.65,-70.4,60.08,81,31,4.68
477,Liverpool,GB,2021-11-27 07:28:56,53.4106,-2.9779,39.15,60,75,28.77
478,Shingu,JP,2021-11-27 07:30:59,33.7333,135.9833,49.19,67,8,7.18
479,Nagapattinam,IN,2021-11-27 07:30:59,10.7667,79.8333,80.1,84,100,17.36
480,Abha,SA,2021-11-27 07:30:59,18.2164,42.5053,70.05,40,0,0.0
481,Tekit,MX,2021-11-27 07:31:00,20.5333,-89.3333,67.91,96,48,1.68
482,Yanam,IN,2021-11-27 07:31:00,16.7333,82.2167,86.4,70,100,9.51
483,Gravdal,NO,2021-11-27 07:31:01,68.1214,13.5031,31.68,57,47,5.88
484,Vanimo,PG,2021-11-27 07:31:01,-2.6741,141.3028,81.7,79,100,5.19
485,Harihar,IN,2021-11-27 07:31:01,14.5167,75.8,79.83,46,76,13.35
486,Beeville,US,2021-11-27 07:31:02,28.4008,-97.7483,53.74,71,1,0.0
487,Kitimat,CA,2021-11-27 07:31:03,54.0524,-128.6534,32.38,90,100,1.5
488,Ponta Grossa,BR,2021-11-27 07:31:03,-25.095,-50.1619,55.26,96,14,0.85
489,Lang Son,VN,2021-11-27 07:31:03,21.8333,106.7333,73.72,46,21,5.39
490,Vila,PT,2021-11-27 07:31:04,42.0304,-8.1588,40.08,91,98,10.58
491,Houma,US,2021-11-27 07:31:04,29.5958,-90.7195,51.8,62,96,4.25
492,Moerai,PF,2021-11-27 07:31:05,-22.4333,-151.3333,77.67,83,100,9.13
493,Gualaquiza,EC,2021-11-27 07:31:05,-3.4,-78.55,60.08,98,36,1.21
494,Mackay,AU,2021-11-27 07:30:14,-21.15,149.2,84.18,70,24,11.5
495,Itaituba,BR,2021-11-27 07:31:06,-4.2761,-55.9836,72.95,98,100,1.3
496,Januaria,BR,2021-11-27 07:31:06,-15.4833,-44.3667,70.12,69,71,3.58
497,Ciudad Bolivar,VE,2021-11-27 07:31:07,8.1222,-63.5497,76.77,84,80,7.34
498,Atar,MR,2021-11-27 07:31:07,20.5169,-13.0499,71.49,44,97,8.72
499,Shushenskoye,RU,2021-11-27 07:31:08,53.325,91.9356,19.08,77,100,2.24
500,Presidencia Roque Saenz Pena,AR,2021-11-27 07:31:08,-26.7852,-60.4388,61.99,70,0,6.67
501,Virginia Beach,US,2021-11-27 07:28:55,36.8529,-75.978,39.25,48,1,16.11
502,Nhulunbuy,AU,2021-11-27 07:31:09,-12.2333,136.7667,86.61,66,84,12.66
503,Diu,IN,2021-11-27 07:31:10,20.7141,70.9822,84.87,38,69,6.17
504,Kaeo,NZ,2021-11-27 07:31:10,-35.1,173.7833,59.95,80,100,2.91
505,Awjilah,LY,2021-11-27 07:31:11,29.1081,21.2869,69.82,51,0,2.1
506,Deniliquin,AU,2021-11-27 07:31:11,-35.5333,144.9667,70.34,39,8,10.54
507,Kamarion,GR,2021-11-27 07:31:12,36.8,25.8167,63.55,78,99,16.35
508,San Patricio,US,2021-11-27 07:31:12,28.017,-97.5169,55.38,53,100,3.58
509,Les Cayes,HT,2021-11-27 07:31:13,18.2,-73.75,72.75,84,16,4.43
510,Farah,AF,2021-11-27 07:31:13,32.5,62.5,58.42,27,6,3.0
511,Verkhoyansk,RU,2021-11-27 07:31:13,67.5447,133.385,-9.02,98,100,1.92
512,San Quintin,MX,2021-11-27 07:31:14,30.4833,-115.95,61.07,50,0,1.66
513,Sabang,ID,2021-11-27 07:31:14,5.8933,95.3214,82.45,73,28,13.04
514,Daru,PG,2021-11-27 07:31:15,-9.0763,143.2092,82.58,78,98,5.75
515,General Roca,AR,2021-11-27 07:31:16,-39.0333,-67.5833,66.07,30,54,9.06
516,Humberto De Campos,BR,2021-11-27 07:31:16,-2.5983,-43.4611,74.39,93,96,5.46
517,Balakhta,RU,2021-11-27 07:31:16,55.38,91.6,17.19,70,100,15.26
518,Haverfordwest,GB,2021-11-27 07:31:17,51.8017,-4.9691,42.39,55,86,37.38
519,Cockburn Town,TC,2021-11-27 07:31:17,21.4612,-71.1419,76.66,75,100,7.87
520,Cheremkhovo,RU,2021-11-27 07:31:18,53.1561,103.0675,10.11,89,100,1.72
521,Asfi,MA,2021-11-27 07:31:18,32.2994,-9.2372,56.77,65,96,8.55
522,Teya,RU,2021-11-27 07:31:19,60.3778,92.6267,7.59,87,100,11.36
523,Jurmala,LV,2021-11-27 07:31:19,56.968,23.7704,33.82,93,90,5.75
524,Chapais,CA,2021-11-27 07:31:20,49.7834,-74.8492,19.18,90,100,13.31
525,Belaya Gora,RU,2021-11-27 07:31:20,68.5333,146.4167,-37.12,100,17,0.65
526,Saint-Louis,SN,2021-11-27 07:31:20,16.3333,-15.0,73.04,39,58,10.38
527,Aykhal,RU,2021-11-27 07:31:21,66.0,111.5,-13.14,100,88,7.74
528,Dawei,MM,2021-11-27 07:31:21,14.0833,98.2,89.04,42,15,8.93
529,Tambura,SS,2021-11-27 07:31:22,5.6,27.4667,87.48,33,11,4.5
530,Rantauprapat,ID,2021-11-27 07:31:22,2.1,99.8333,90.57,51,97,1.34
531,Marabba,SD,2021-11-27 07:31:22,12.35,32.1833,90.54,22,2,12.64
532,La Mana,EC,2021-11-27 07:31:23,-0.9333,-79.2167,72.27,91,90,1.03
533,Tungor,RU,2021-11-27 07:31:23,53.3808,142.9564,24.73,94,96,8.08
534,Cacule,BR,2021-11-27 07:31:24,-14.5033,-42.2222,62.49,83,7,0.69
535,Coruripe,BR,2021-11-27 07:31:24,-10.1256,-36.1756,75.09,90,86,10.45
536,Nishihara,JP,2021-11-27 07:31:24,26.1842,127.7558,70.88,56,75,16.11
537,Soc Trang,VN,2021-11-27 07:31:25,9.6033,105.98,80.56,88,100,9.46
538,Zelenoborsk,RU,2021-11-27 07:31:25,61.4669,64.0333,29.88,85,34,12.84
539,Marienburg,PL,2021-11-27 07:31:26,54.0359,19.0266,33.46,99,100,6.89
540,Jaciara,BR,2021-11-27 07:31:26,-15.9653,-54.9683,70.09,90,97,2.48
541,Uribia,CO,2021-11-27 07:31:27,11.7139,-72.266,76.82,83,91,4.41
542,Khandyga,RU,2021-11-27 07:31:27,62.6667,135.6,4.23,89,100,6.71
543,Rosarito,MX,2021-11-27 07:31:27,32.3333,-117.0333,59.74,34,4,3.8
544,Sambava,MG,2021-11-27 07:31:28,-14.2667,50.1667,82.81,65,44,8.86
545,Paarl,ZA,2021-11-27 07:31:28,-33.7338,18.9752,65.52,66,71,12.84
546,Maravilha,BR,2021-11-27 07:31:28,-26.7608,-53.1725,55.85,99,19,1.81
547,Peabiru,BR,2021-11-27 07:31:29,-23.9128,-52.3431,60.04,92,0,4.59
548,Pangnirtung,CA,2021-11-27 07:31:29,66.1451,-65.7125,14.65,67,100,4.9
549,Kempsey,AU,2021-11-27 07:31:30,-31.0833,152.8333,66.15,86,100,8.32
550,Joplin,US,2021-11-27 07:31:30,37.0842,-94.5133,46.26,49,1,13.8
551,Pravia,ES,2021-11-27 07:31:31,43.4906,-6.1508,48.49,53,75,18.41
552,Lahad Datu,MY,2021-11-27 07:31:31,5.0268,118.327,80.6,85,100,2.71
553,Taitung,TW,2021-11-27 07:31:32,22.7583,121.1444,73.67,68,75,9.22
554,Diffa,NE,2021-11-27 07:31:32,13.3154,12.6113,82.11,22,5,17.65
555,Willmar,US,2021-11-27 07:31:32,45.1219,-95.0433,35.28,69,1,5.75
556,Chipinge,ZW,2021-11-27 07:31:33,-20.1883,32.6236,67.35,61,52,9.04
557,Fare,PF,2021-11-27 07:31:33,-16.7,-151.0167,81.01,74,4,19.48
558,Oranjemund,NA,2021-11-27 07:31:34,-28.55,16.4333,68.59,58,96,20.36
559,Gazanjyk,TM,2021-11-27 07:31:34,39.2446,55.5154,50.52,38,100,9.69
560,Whitehorse,CA,2021-11-27 07:28:51,60.7161,-135.0538,9.37,85,40,0.0
561,Kalmar,SE,2021-11-27 07:31:35,56.6616,16.3616,33.73,100,100,3.44
562,Aliwal North,ZA,2021-11-27 07:31:35,-30.6937,26.7114,65.35,67,100,28.63
563,Cooma,AU,2021-11-27 07:31:35,-36.2333,149.1333,51.57,76,90,12.66
